utente,tentativi,minuti,illecito
157192,1,163,0
366949,2,178,0
583055,1,186,0
942654,1,579,1
292731,2,218,0
713612,1,195,0
954941,1,178,0
226964,1,164,0
808089,2,184,0
240498,1,152,0
715419,1,164,0
355546,2,175,0
 70511,2,184,0
221527,1,184,0
614830,1,201,0
156402,1,173,0
  8760,2,175,0
281482,2,185,0
857672,2,163,0
229507,1,188,0
127150,1,183,0
299516,1,203,0
798997,1,177,0
416803,1,190,0
425804,1,140,0
937322,1,170,0
263916,1,192,0
221272,1,172,0
808793,1,187,0
123532,2,945,1
803488,1,165,0
583055,1,178,0
 80603,1,145,0
313661,2,180,0
533251,1,142,0
205405,4,935,1
769862,1,212,0
264935,1,174,0
213832,4,954,1
981361,2,182,0
971631,1,173,0
716092,1,181,0
760713,1,165,0
474508,1,226,0
800383,1,180,0
490810,1,195,0
271116,1,177,0
870211,1,177,0
268050,2,183,0
651184,1,203,0
695262,1,196,0
745206,4,186,0
364560,1,174,0
236023,1,157,0
193342,1,202,0
558114,1,187,0
452393,1,179,0
124188,2,163,0
812506,6,563,1
826515,1,160,0
938928,3,200,0
732911,1,198,0
209874,1,166,0
486969,2,155,0
559127,1,186,0
665680,1,175,0
519678,1,193,0
116323,1,180,0
467688,1,616,1
559038,1,154,0
810427,1,162,0
794509,1,199,0
 15209,1,195,0
680974,1,164,0
859166,2,182,0
836518,1,131,0
236898,3,963,1
729136,2,173,0
102396,1,145,0
158207,1,160,0
765095,1,198,0
  4978,1,187,0
863421,1,169,0
521615,1,140,0
952140,1,131,0
711415,1,209,0
774384,1,179,0
673283,1,172,0
281808,1,168,0
  7272,1,157,0
125107,1,199,0
361626,1,165,0
995293,1,193,0
462656,1,188,0
990208,1,191,0
936684,1,140,0
297745,2,931,1
802678,2,602,1
614261,1,218,0
472426,2,215,0
 41844,1,169,0
827438,1,155,0
554150,1,159,0
541362,1,214,0
490123,1,165,0
922275,1,185,0
470948,2,151,0
607644,1,174,0
972653,2,203,0
793526,1,172,0
398469,1,172,0
877831,2,996,1
765946,1,183,0
117754,5,156,0
871208,1,158,0
115253,1,193,0
989875,1,190,0
573762,1,163,0
850089,1,182,0
892268,1,208,0
529985,1,164,0
904225,1,210,0
557007,1,173,0
946843,1,142,0
297745,2,167,0
883509,1,183,0
885643,4,602,1
860796,2,184,0
572961,1,172,0
131779,1,183,0
529985,1,229,0
656062,1,201,0
780112,1,181,0
757704,1,172,0
574683,1,194,0
936966,3,182,0
614840,1,190,0
110386,1,184,0
478506,1,165,0
886371,2,177,0
614840,1,181,0
254056,2,173,0
 76109,1,173,0
116707,1,132,0
143270,1,174,0
651184,1,214,0
280337,1,144,0
401490,2,167,0
 73861,1,157,0
629486,1,190,0
812506,1,170,0
285997,1,188,0
697713,1,183,0
 76073,1,153,0
263916,1,148,0
713185,1,162,0
641586,1,207,0
252935,1,178,0
913328,1,179,0
970415,1,192,0
105631,2,209,0
679737,1,161,0
307049,2,225,0
200021,1,151,0
798997,1,217,0
508170,1,198,0
216512,1,205,0
965284,1,191,0
687749,1,173,0
  6705,1,189,0
 74108,1,211,0
 47000,1,981,1
171731,1,210,0
636692,1,172,0
589547,1,191,0
567861,1,209,0
134559,1,173,0
478885,1,174,0
324187,4,633,1
778522,2,201,0
295288,2,956,1
841736,2,177,0
598036,1,956,1
343822,1,151,0
131355,1,179,0
496245,1,183,0
 80603,1,181,0
341653,2,187,0
 55822,2,193,0
572961,1,586,1
799034,1,209,0
787334,1,146,0
560532,1,151,0
550611,2,217,0
899758,1,170,0
369518,3,198,0
344810,1,202,0
 96110,1,178,0
446181,2,179,0
996494,1,213,0
555912,1,164,0
705880,1,199,0
665381,1,187,0
354508,2,156,0
867029,1,216,0
409733,1,208,0
757704,1,193,0
875272,2,200,0
226964,1,202,0
967181,1,169,0
539296,1,164,0
 73005,1,183,0
330653,2,166,0
455948,1,176,0
664735,1,177,0
609332,1,140,0
905581,2,203,0
124472,2,165,0
878870,4,608,1
779097,2,185,0
502915,2,175,0
414141,1,168,0
750408,1,130,0
107282,2,202,0
229629,1,218,0
230141,1,190,0
740778,1,176,0
345700,4,167,0
142225,1,166,0
843610,1,179,0
963734,1,214,0
109524,1,189,0
344810,1,991,1
189234,1,166,0
535297,1,174,0
131440,1,211,0
656527,1,153,0
892843,1,169,0
533635,1,173,0
248166,1,203,0
898681,1,185,0
794194,1,186,0
970415,1,169,0
207919,1,176,0
539296,1,174,0
713612,1,179,0
285013,1,154,0
454474,1,174,0
454474,2,187,0
232478,2,194,0
 84939,1,954,1
679182,1,187,0
397995,1,208,0
108401,1,215,0
 75796,1,191,0
111253,2,163,0
928685,4,940,1
  7989,1,173,0
403802,1,184,0
 35804,1,184,0
726726,2,954,1
124173,1,195,0
969299,1,170,0
156402,1,160,0
877603,1,193,0
360509,1,184,0
560259,1,980,1
117512,2,172,0
187354,1,208,0
629341,1,192,0
841736,1,191,0
739462,2,150,0
311871,7,635,1
819926,1,150,0
297581,1,157,0
 57773,1,199,0
802520,3,164,0
607189,1,178,0
513980,1,171,0
254781,1,179,0
778637,1,179,0
629199,1,186,0
 96110,1,189,0
109437,1,206,0
878971,1,184,0
344564,1,136,0
382578,1,172,0
320587,1,176,0
510443,1,198,0
697713,1,211,0
916916,1,175,0
145310,1,171,0
336632,1,158,0
353012,1,182,0
307515,1,163,0
431780,2,169,0
243969,1,169,0
470948,1,190,0
937346,5,571,1
936551,1,186,0
541362,1,213,0
297581,1,202,0
198561,2,173,0
312764,1,188,0
184750,1,203,0
615561,4,198,0
913673,1,167,0
 55427,1,170,0
425309,1,177,0
451606,2,626,1
496245,1,151,0
 57766,1,186,0
997870,1,138,0
838826,1,151,0
125107,2,179,0
958119,1,159,0
788627,1,181,0
785781,1,194,0
276591,1,199,0
486372,1,184,0
535297,2,184,0
255842,1,174,0
462756,1,232,0
949585,1,147,0
298042,1,188,0
433450,1,178,0
793601,2,155,0
347247,1,168,0
372790,1,214,0
497145,1,156,0
493888,1,229,0
231198,1,220,0
 24987,1,184,0
518427,1,171,0
559127,2,151,0
582875,1,181,0
936363,1,178,0
849232,1,183,0
932913,1,180,0
609332,1,181,0
664531,2,206,0
400811,1,180,0
219529,1,152,0
207919,1,191,0
267903,5,949,1
755955,1,154,0
541208,1,172,0
692461,1,177,0
165682,1,184,0
595212,2,190,0
559640,2,177,0
651654,2,169,0
968287,1,159,0
827438,1,176,0
194748,1,201,0
550778,1,624,1
271116,1,193,0
218313,1,170,0
167505,1,148,0
502540,1,182,0
704548,1,195,0
707102,1,169,0
551785,3,156,0
828006,2,173,0
997870,1,586,1
333705,1,182,0
125107,1,161,0
268306,1,196,0
517712,1,177,0
375816,2,142,0
703224,1,211,0
699572,1,196,0
 89037,1,166,0
200075,1,192,0
127348,3,188,0
983786,1,967,1
560259,1,180,0
779362,2,177,0
711432,1,205,0
288891,2,173,0
 63558,5,161,0
973300,1,163,0
 36733,7,153,0
757704,1,211,0
216746,1,155,0
303301,7,590,1
827537,2,196,0
939122,2,140,0
 77083,1,175,0
354508,1,162,0
202427,1,172,0
534232,1,200,0
118146,1,229,0
 97510,1,198,0
504896,2,208,0
929614,1,193,0
972541,2,172,0
  1968,1,186,0
266008,1,208,0
492411,1,168,0
670715,1,197,0
268050,2,179,0
686513,1,196,0
448238,5,176,0
963734,1,203,0
917765,1,190,0
484384,1,183,0
778637,1,572,1
632289,1,180,0
955199,1,197,0
147792,1,180,0
994199,7,953,1
452893,1,166,0
665680,1,202,0
 40616,2,157,0
333705,1,615,1
324712,2,190,0
651184,1,183,0
369601,1,196,0
140149,1,157,0
840141,1,180,0
 63222,1,203,0
717091,2,184,0
344810,1,619,1
209909,1,181,0
123532,1,223,0
455948,1,186,0
543258,1,195,0
697947,2,177,0
479333,3,994,1
650665,1,172,0
439359,1,174,0
804878,1,172,0
 87808,1,190,0
193467,1,201,0
704404,1,180,0
899733,1,185,0
115766,1,172,0
753202,1,199,0
850089,1,208,0
909571,1,192,0
502273,4,163,0
589478,1,152,0
729411,1,153,0
213832,1,166,0
633887,1,187,0
780036,1,205,0
429464,1,145,0
519728,2,198,0
 42086,2,138,0
 91215,1,171,0
955408,3,222,0
156712,2,184,0
981292,1,200,0
804256,1,604,1
202427,1,171,0
397350,1,165,0
 19582,1,184,0
359521,1,172,0
348505,2,971,1
747419,1,169,0
 89017,2,186,0
982866,3,150,0
721568,1,176,0
 48797,1,156,0
626375,1,153,0
168124,1,206,0
907440,2,169,0
236023,3,147,0
285409,1,201,0
644879,2,607,1
116323,2,183,0
 40616,1,605,1
112568,1,211,0
515100,1,171,0
227446,1,162,0
729411,1,599,1
350421,1,180,0
814556,2,197,0
996601,1,168,0
108142,1,178,0
803488,4,578,1
 74433,1,187,0
521650,4,168,0
455373,1,198,0
614208,1,132,0
749316,2,177,0
 63558,1,205,0
788627,1,208,0
  8666,1,192,0
737563,3,223,0
700832,1,173,0
921361,1,198,0
605728,1,202,0
240528,7,963,1
207068,1,186,0
519678,2,185,0
585839,1,136,0
651161,1,186,0
961060,1,180,0
353065,2,212,0
803488,3,162,0
417028,1,191,0
398469,1,144,0
995048,1,158,0
397995,1,199,0
753202,1,198,0
475831,2,180,0
707102,10,944,1
123352,1,151,0
747419,1,168,0
296701,1,197,0
 52032,1,179,0
637897,1,185,0
117686,1,206,0
467528,1,186,0
765218,1,184,0
735852,1,200,0
365193,2,190,0
713612,1,174,0
809781,1,186,0
201670,1,176,0
456679,1,177,0
  9383,1,155,0
612466,1,170,0
507227,3,151,0
 45611,1,183,0
330662,1,183,0
470688,1,633,1
818779,1,202,0
765095,1,203,0
159869,2,188,0
705149,1,159,0
625717,1,181,0
141897,1,193,0
369518,2,189,0
266231,1,195,0
593193,1,177,0
554985,1,202,0
254056,1,193,0
853154,1,175,0
237393,1,166,0
903774,2,203,0
416803,2,176,0
390581,1,169,0
138407,1,171,0
996077,1,221,0
103640,1,162,0
266615,2,206,0
 33719,1,178,0
310105,1,169,0
502273,2,188,0
691768,1,176,0
998342,2,167,0
241621,6,635,1
520790,1,202,0
381617,1,215,0
267235,1,174,0
589547,1,219,0
705149,1,198,0
517943,1,174,0
232478,1,582,1
267208,1,177,0
 11222,5,602,1
261858,2,166,0
  9383,2,183,0
296370,1,188,0
663430,2,957,1
739288,1,225,0
502540,1,181,0
739036,1,171,0
573762,1,195,0
990221,1,162,0
448824,1,150,0
264935,1,188,0
974494,1,173,0
628462,1,216,0
184392,1,152,0
175352,1,171,0
382434,2,140,0
226444,2,198,0
 52680,1,157,0
872946,1,180,0
 67014,1,198,0
106121,1,629,1
705931,1,170,0
538952,1,157,0
689332,2,178,0
947771,1,191,0
548172,1,183,0
289019,4,181,0
973922,1,145,0
784653,1,200,0
119424,2,953,1
236023,1,167,0
998342,1,168,0
808089,1,192,0
347247,1,170,0
227052,1,193,0
  5861,1,594,1
977219,1,166,0
285474,1,176,0
352492,1,989,1
333705,1,193,0
933895,1,591,1
  1007,1,186,0
689433,1,172,0
859699,1,185,0
340913,2,198,0
167355,1,192,0
410302,1,140,0
479333,2,197,0
468653,1,175,0
780112,1,180,0
885643,1,149,0
462756,1,173,0
165739,1,168,0
116707,1,181,0
270669,1,194,0
110425,1,174,0
940031,1,203,0
 51680,1,141,0
341110,1,169,0
508170,1,185,0
854058,1,583,1
971649,1,168,0
 23290,1,175,0
411676,1,184,0
347789,1,962,1
252935,1,165,0
463486,2,194,0
747048,1,183,0
386068,1,174,0
 71329,1,174,0
760713,1,176,0
330332,2,170,0
397511,1,171,0
416444,1,162,0
361688,2,588,1
216512,1,172,0
768592,2,186,0
854576,4,600,1
125107,1,178,0
679891,2,160,0
651654,1,176,0
560259,1,205,0
974494,2,954,1
348505,1,172,0
 87192,1,146,0
297581,1,180,0
749133,1,583,1
181195,1,192,0
628462,1,143,0
219349,1,181,0
863841,1,185,0
589547,2,192,0
226444,1,159,0
874907,1,129,0
751487,3,169,0
452393,1,966,1
804693,1,201,0
707699,1,595,1
455948,1,169,0
208530,1,176,0
625649,1,189,0
313661,1,187,0
777467,1,978,1
530420,1,151,0
969088,1,153,0
135768,1,193,0
207068,2,183,0
845774,2,566,1
518383,1,145,0
146535,1,187,0
978703,1,184,0
644879,1,173,0
153569,3,173,0
317241,1,176,0
526187,1,157,0
486372,1,181,0
216512,1,203,0
912232,2,966,1
768592,1,165,0
919657,1,171,0
939122,1,192,0
281482,2,155,0
506022,1,209,0
338686,1,175,0
205318,1,173,0
963734,1,982,1
878971,1,207,0
536790,1,182,0
590664,2,173,0
478885,1,211,0
914860,2,172,0
402462,2,202,0
 93752,2,195,0
762828,1,198,0
779148,1,201,0
636692,1,199,0
820780,1,166,0
651566,1,150,0
793010,2,212,0
482396,1,194,0
687749,2,212,0
490810,2,153,0
224309,1,169,0
742063,1,177,0
208227,1,192,0
375748,1,175,0
407491,1,566,1
357486,1,973,1
371439,1,187,0
238837,1,185,0
829693,2,177,0
503460,2,169,0
576636,1,164,0
327655,3,589,1
335475,1,188,0
138458,2,164,0
390581,1,167,0
189618,1,164,0
346437,1,167,0
971631,1,144,0
 81051,1,164,0
905052,2,161,0
163192,1,162,0
525389,1,178,0
938928,2,210,0
127348,9,967,1
320605,1,166,0
579973,1,207,0
 85298,1,137,0
932913,1,174,0
961321,1,176,0
106022,1,169,0
688726,1,138,0
705149,2,190,0
705149,1,187,0
605728,2,166,0
743804,1,203,0
395703,1,171,0
209909,1,219,0
434303,1,176,0
261735,1,183,0
595212,1,163,0
900520,1,177,0
912742,1,570,1
515100,1,191,0
308871,2,222,0
963978,1,176,0
650665,1,198,0
401804,1,186,0
292731,5,958,1
371134,1,170,0
498978,3,162,0
189234,1,173,0
297457,1,224,0
400811,1,186,0
969279,2,585,1
397511,1,612,1
448238,1,167,0
794194,2,166,0
560532,2,167,0
963978,1,208,0
448238,6,612,1
671975,1,948,1
883509,2,165,0
315536,1,176,0
206066,1,183,0
705880,1,933,1
741141,1,178,0
483475,1,165,0
699572,2,209,0
710715,1,166,0
 73259,1,205,0
583272,3,162,0
777781,2,190,0
394675,1,174,0
 64814,1,167,0
333712,2,183,0
931686,2,197,0
475463,1,144,0
 57773,1,173,0
263042,1,137,0
264935,1,153,0
696906,1,187,0
236898,1,179,0
604689,2,171,0
630525,1,176,0
704404,1,143,0
495106,1,170,0
806158,1,190,0
228425,1,201,0
276591,1,169,0
828455,1,163,0
402462,1,200,0
893225,1,183,0
862244,2,168,0
478506,2,184,0
236898,1,165,0
612466,1,182,0
453012,1,188,0
300201,1,134,0
326205,2,203,0
971631,1,194,0
689433,1,191,0
990221,1,194,0
832243,1,171,0
862244,6,946,1
127150,1,190,0
778920,1,173,0
745180,1,176,0
802678,1,147,0
502915,1,192,0
 89259,1,157,0
340913,3,171,0
857672,2,176,0
919657,1,170,0
725293,1,159,0
553822,1,165,0
789549,2,175,0
932772,1,192,0
365193,1,144,0
903398,1,178,0
836518,6,976,1
499149,1,183,0
784653,1,194,0
 73005,1,133,0
931686,1,170,0
792134,1,211,0
867029,1,157,0
780036,1,180,0
312192,2,170,0
576941,1,156,0
 84939,1,171,0
135768,1,155,0
141265,1,151,0
 30502,1,169,0
610926,1,204,0
151388,4,958,1
732742,1,192,0
463486,1,210,0
333705,1,167,0
499884,1,160,0
810427,2,589,1
910356,2,187,0
448238,1,181,0
558453,1,210,0
176555,1,178,0
499884,3,935,1
656062,1,142,0
681056,1,173,0
936363,1,171,0
142725,2,179,0
 45263,1,152,0
883701,3,159,0
969735,1,147,0
704404,2,173,0
663376,7,574,1
495316,1,140,0
548710,1,156,0
219217,1,152,0
119424,1,178,0
735045,1,143,0
403802,2,207,0
697970,1,186,0
765476,1,198,0
905052,1,170,0
  6211,1,148,0
937346,1,162,0
227052,4,984,1
624552,5,938,1
 42086,1,137,0
590664,1,175,0
 11222,3,228,0
 70215,1,157,0
800383,1,150,0
799062,1,192,0
 10022,1,121,0
647539,1,205,0
878881,2,187,0
122267,2,617,1
946510,1,171,0
913683,1,175,0
405431,1,167,0
 58538,1,209,0
995048,1,130,0
543258,1,156,0
729411,1,195,0
371439,3,206,0
206374,1,198,0
783875,1,168,0
697915,2,185,0
996077,2,192,0
430876,3,170,0
729136,1,197,0
268513,3,951,1
352478,2,183,0
108401,1,189,0
829584,1,202,0
  8760,1,161,0
707723,1,182,0
142725,1,183,0
175597,1,207,0
911379,2,945,1
750408,1,212,0
207919,1,163,0
947792,2,183,0
711432,1,186,0
 21991,1,142,0
803140,1,181,0
507227,1,155,0
216512,1,201,0
823581,1,182,0
665680,1,230,0
764481,2,599,1
576636,1,155,0
 37055,1,178,0
397350,1,167,0
544704,1,165,0
295288,2,184,0
498978,1,142,0
665680,3,217,0
672912,3,591,1
885643,1,137,0
942654,1,179,0
184043,1,172,0
300752,1,134,0
831578,1,194,0
207919,1,189,0
296701,1,169,0
584337,1,628,1
110386,1,209,0
472426,1,616,1
867301,1,146,0
360509,1,186,0
700832,2,213,0
554150,2,156,0
596729,1,167,0
614208,1,141,0
827581,1,182,0
579973,1,213,0
742063,1,203,0
938928,1,945,1
253194,1,192,0
596729,1,170,0
400504,1,156,0
254439,1,186,0
 53395,1,158,0
   536,1,170,0
690843,1,204,0
816746,1,191,0
236023,9,984,1
446009,1,625,1
392495,2,158,0
307515,1,148,0
795499,2,192,0
  1968,2,156,0
267208,1,198,0
808089,3,193,0
795499,1,175,0
313661,1,176,0
579016,3,969,1
369124,1,154,0
341477,1,171,0
472927,1,202,0
 63547,1,182,0
396902,1,168,0
596420,2,189,0
460822,1,208,0
793601,2,612,1
685798,2,573,1
533583,1,203,0
474236,2,196,0
689332,6,585,1
837580,1,179,0
771199,1,168,0
792278,1,205,0
397995,2,170,0
281079,1,205,0
920591,2,169,0
 11953,2,155,0
792238,1,204,0
235299,1,179,0
633718,1,182,0
863421,1,200,0
859699,1,179,0
209874,1,193,0
276591,1,172,0
557007,1,226,0
668864,1,184,0
940857,1,157,0
364867,2,195,0
 37662,1,162,0
475463,1,201,0
863421,2,570,1
324712,1,166,0
 36509,1,202,0
673283,1,178,0
292481,2,215,0
142225,1,171,0
539846,1,179,0
 66548,1,199,0
371439,1,207,0
255962,1,160,0
797332,1,178,0
237393,1,187,0
220699,2,149,0
709967,1,197,0
 37662,1,165,0
916916,1,146,0
502540,1,175,0
142225,1,156,0
330332,1,184,0
389668,1,211,0
 89259,1,166,0
704404,1,956,1
477471,1,172,0
802678,1,166,0
372790,1,163,0
307811,3,167,0
741236,1,175,0
182008,1,197,0
985855,1,219,0
729525,1,172,0
277192,1,200,0
614830,1,178,0
867409,2,180,0
928685,1,147,0
390663,1,159,0
765095,1,153,0
133670,1,184,0
633718,1,187,0
208375,1,171,0
797636,1,156,0
651184,1,168,0
 28729,1,210,0
178831,1,156,0
491970,1,183,0
434303,1,207,0
143188,2,203,0
933895,1,162,0
215145,1,129,0
445760,1,192,0
336239,1,191,0
687982,1,204,0
816746,2,168,0
 24623,1,181,0
193342,2,155,0
 12348,1,189,0
219217,1,179,0
934609,1,188,0
170896,3,211,0
327663,1,186,0
499884,1,165,0
115766,1,211,0
 81088,1,164,0
698168,1,182,0
253161,1,197,0
 52542,1,188,0
 73861,1,187,0
194748,1,184,0
799062,2,188,0
417718,2,199,0
470688,1,159,0
629341,1,189,0
798997,1,162,0
237393,1,169,0
579016,1,163,0
536632,2,167,0
910093,1,202,0
356921,1,202,0
614208,1,206,0
395703,1,190,0
268306,1,173,0
705149,1,180,0
270193,1,172,0
828006,2,182,0
279763,5,165,0
977219,2,201,0
996956,1,190,0
681056,1,186,0
565001,1,158,0
371439,3,163,0
914860,1,181,0
 62742,2,918,1
110386,1,177,0
395509,1,175,0
295276,2,167,0
164230,1,197,0
891526,1,184,0
968350,1,177,0
365851,1,218,0
848851,1,196,0
800383,1,187,0
829693,1,146,0
  7272,1,215,0
529985,1,188,0
127052,1,205,0
 97510,3,156,0
786322,1,181,0
596729,1,151,0
651566,1,961,1
950385,2,197,0
248166,1,181,0
875233,1,193,0
749467,1,191,0
605728,1,204,0
110425,1,189,0
376115,1,136,0
920275,1,191,0
284122,1,110,0
386068,1,187,0
422493,1,191,0
679891,1,163,0
119422,1,214,0
263540,1,195,0
792693,1,168,0
686513,1,184,0
530985,1,147,0
404609,1,159,0
184002,1,207,0
668309,1,181,0
  6705,1,173,0
125107,1,154,0
869107,3,983,1
198561,1,170,0
809419,1,166,0
 81051,1,194,0
633718,1,185,0
553822,1,167,0
 36777,1,180,0
477471,1,130,0
804878,1,189,0
949585,2,150,0
397719,1,964,1
679933,1,167,0
598623,3,964,1
504759,2,171,0
808736,1,203,0
364511,2,931,1
317241,1,186,0
749628,1,165,0
188288,1,145,0
798997,1,196,0
218428,3,187,0
280337,5,594,1
 55822,1,184,0
533635,2,603,1
194748,2,581,1
548710,2,591,1
 89259,1,202,0
 16681,1,172,0
802686,1,178,0
955548,1,227,0
541208,2,185,0
216746,1,208,0
920275,1,170,0
371134,1,183,0
770791,3,185,0
716092,3,165,0
238837,1,144,0
726296,1,181,0
320605,2,190,0
351783,1,170,0
828732,4,592,1
625649,1,204,0
954941,3,156,0
361300,1,163,0
995594,2,197,0
527257,4,207,0
977345,2,184,0
969735,1,175,0
786805,2,211,0
965284,2,932,1
134559,1,157,0
 95715,1,142,0
238937,3,239,0
405431,2,214,0
543226,1,178,0
690763,1,181,0
433450,1,171,0
  3027,1,177,0
329047,1,184,0
762828,2,179,0
830973,1,166,0
160082,1,191,0
715419,1,156,0
551785,3,629,1
716572,2,598,1
336239,1,172,0
546004,1,208,0
847314,1,166,0
912260,1,164,0
182903,1,190,0
920051,1,959,1
607644,1,181,0
227052,2,927,1
310080,1,186,0
583055,2,163,0
688710,1,165,0
707102,1,180,0
405544,4,602,1
504206,1,167,0
651654,1,199,0
298433,1,133,0
861188,1,154,0
 81051,1,172,0
800383,2,188,0
973300,2,196,0
692503,6,585,1
977219,1,193,0
390663,2,175,0
620137,1,202,0
996077,1,173,0
404609,1,167,0
710715,1,918,1
219217,1,153,0
883124,1,202,0
912742,3,996,1
484384,1,170,0
474431,1,193,0
486872,1,186,0
976967,1,209,0
395509,1,194,0
929861,1,983,1
785771,1,177,0
349183,1,150,0
  5861,1,175,0
687982,1,136,0
670715,1,178,0
996601,1,192,0
957476,2,167,0
904682,1,169,0
612466,1,180,0
931686,1,198,0
210558,1,160,0
900520,1,188,0
920836,1,158,0
553753,1,183,0
184750,2,197,0
802520,1,176,0
814556,1,160,0
462756,1,171,0
341110,1,179,0
204738,1,230,0
382434,1,189,0
867029,1,961,1
734469,1,184,0
107758,1,184,0
  1007,1,183,0
870903,1,182,0
 71329,1,199,0
417247,2,180,0
913328,1,160,0
346437,1,202,0
427078,3,157,0
828969,3,186,0
207919,1,151,0
 12348,1,200,0
451606,2,157,0
502273,1,192,0
673283,1,161,0
739419,2,174,0
 19582,3,949,1
232478,1,166,0
359521,1,161,0
205806,1,164,0
996601,1,190,0
109524,1,165,0
242784,1,180,0
 28174,1,165,0
 74893,1,175,0
152150,1,183,0
343524,1,193,0
993470,1,198,0
 63558,1,161,0
131355,2,621,1
518383,1,196,0
423359,1,183,0
306576,1,574,1
795553,1,166,0
875272,2,184,0
361688,1,160,0
715419,1,199,0
910356,1,181,0
960048,1,197,0
740778,2,153,0
267260,1,175,0
433450,2,172,0
199910,1,963,1
674871,1,218,0
508193,1,154,0
554565,1,124,0
949692,2,188,0
475083,2,158,0
480165,1,173,0
391652,1,196,0
266555,1,183,0
926180,2,213,0
308871,1,174,0
732911,2,176,0
510928,1,154,0
421361,2,965,1
255588,1,166,0
381617,1,125,0
147792,1,212,0
442377,1,178,0
893225,1,171,0
988929,1,197,0
753202,1,213,0
886371,1,201,0
165739,1,185,0
531760,7,1001,1
279763,1,173,0
  9960,1,181,0
892843,1,174,0
990221,2,208,0
746161,1,219,0
874197,1,164,0
329229,1,186,0
828006,3,975,1
 45263,1,204,0
783875,1,168,0
803140,1,192,0
764481,6,627,1
193467,5,925,1
530420,2,223,0
774384,2,197,0
508170,1,169,0
903398,2,174,0
 55198,1,177,0
723681,1,172,0
788891,1,182,0
162556,1,185,0
759777,4,950,1
 52542,1,175,0
920051,2,194,0
990301,1,152,0
353278,2,163,0
596420,1,207,0
530420,1,178,0
 24462,1,163,0
848851,2,159,0
371439,1,149,0
429464,2,577,1
846144,3,587,1
579166,2,176,0
976967,1,172,0
497705,2,159,0
232127,1,168,0
947786,1,190,0
582483,1,194,0
232478,2,156,0
710346,1,973,1
589478,2,202,0
202433,1,191,0
468653,1,187,0
320587,1,202,0
533251,1,160,0
512653,1,605,1
808744,1,176,0
 16681,1,174,0
665381,1,192,0
135768,1,193,0
625649,2,187,0
995594,1,172,0
655549,1,148,0
525866,2,595,1
322507,1,119,0
905581,1,152,0
610926,1,189,0
226480,1,158,0
895170,1,213,0
827438,1,174,0
519678,1,156,0
703300,2,174,0
723681,1,167,0
951017,2,923,1
483475,2,188,0
874251,1,196,0
127955,1,205,0
413198,1,630,1
254439,1,158,0
334447,2,189,0
184392,1,204,0
992477,1,168,0
 91215,1,167,0
848374,1,201,0
505088,1,191,0
217417,1,165,0
583272,1,189,0
168174,1,189,0
596729,1,196,0
832391,1,169,0
976650,2,141,0
644879,1,162,0
995594,3,606,1
975685,1,197,0
 87859,1,194,0
361300,1,175,0
284845,1,149,0
672912,1,204,0
400504,3,584,1
670148,1,189,0
299516,1,201,0
471975,1,157,0
210558,1,191,0
 63626,1,193,0
700923,1,189,0
629486,1,206,0
445760,1,202,0
867301,1,171,0
 58140,1,163,0
756347,1,182,0
797636,1,169,0
874197,2,200,0
 89037,1,185,0
167505,1,165,0
439728,1,186,0
729525,1,162,0
410302,1,229,0
745238,2,187,0
516704,1,188,0
596039,2,199,0
397995,1,173,0
263916,1,179,0
886371,1,176,0
218428,1,160,0
881722,1,175,0
533317,1,192,0
670005,1,190,0
307515,1,174,0
206374,1,148,0
395703,2,179,0
533635,1,164,0
372790,1,235,0
971631,1,136,0
808736,1,177,0
872674,1,175,0
202433,2,587,1
919550,1,215,0
 47000,1,190,0
604904,1,176,0
172996,1,195,0
123352,1,188,0
  9383,1,171,0
808744,1,192,0
353065,1,193,0
946516,1,183,0
855122,2,572,1
843610,1,209,0
512219,1,173,0
329776,1,158,0
160470,1,167,0
  2691,1,165,0
679737,1,185,0
883509,1,157,0
400504,1,184,0
452893,1,179,0
388480,1,134,0
831578,1,214,0
236023,1,210,0
504893,1,144,0
167898,1,200,0
182008,1,185,0
712588,3,158,0
995860,1,217,0
266008,1,152,0
440381,1,153,0
518427,1,155,0
743804,1,234,0
974898,1,181,0
312192,1,207,0
938928,1,183,0
735852,1,202,0
481546,1,214,0
478885,1,161,0
849232,2,180,0
176798,1,150,0
699572,1,190,0
611884,1,208,0
306576,1,175,0
963978,1,157,0
931686,1,957,1
554985,1,168,0
189234,2,199,0
709666,2,182,0
863841,3,171,0
989875,1,155,0
303301,3,174,0
699572,1,193,0
146511,2,606,1
 22137,2,977,1
 53395,3,174,0
170896,1,150,0
502915,1,199,0
217992,1,191,0
672912,1,164,0
468924,1,182,0
 16986,1,186,0
445760,1,167,0
 16986,1,189,0
897660,1,223,0
784736,2,202,0
923803,1,178,0
557007,1,189,0
633887,1,161,0
849811,1,154,0
679182,2,191,0
395703,1,177,0
679182,1,172,0
463135,1,185,0
314008,1,175,0
316749,4,602,1
445760,2,182,0
423441,1,186,0
432356,3,989,1
499149,1,145,0
952989,2,179,0
260567,1,199,0
 87192,1,192,0
840141,2,158,0
637524,1,198,0
290757,1,199,0
734469,6,635,1
288891,1,171,0
127955,1,146,0
946879,1,178,0
 98890,3,973,1
582483,2,177,0
254056,1,177,0
899758,1,185,0
925089,1,153,0
884797,1,196,0
624145,1,179,0
579166,1,182,0
